,trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,budget,aspect_ratio,trt_genre
407,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Action
408,6-7,longa_metragem,english,USA,PG-13,85000000.0,1.85,Comedy
409,6-7,longa_metragem,english,USA,R,90000000.0,2.35,Action
410,6-7,longa_metragem,english,USA,R,85000000.0,1.85,Comedy
411,6-7,longa_metragem,english,USA,PG-13,85000000.0,2.35,Crime
412,6-7,longa_metragem,english,USA,PG,85000000.0,1.85,Adventure
413,6-7,longa_metragem,english,USA,PG-13,85000000.0,2.35,Adventure
414,6-7,longa_metragem,english,USA,R,68000000.0,2.35,Drama
415,6-7,longa_metragem,english,USA,PG-13,85000000.0,2.35,Action
416,6-7,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
417,6-7,longa_metragem,english,USA,PG-13,85000000.0,2.35,Drama
418,6-7,longa_metragem,english,USA,PG-13,85000000.0,2.35,Action
419,6-7,longa_metragem,english,UK,PG,100000000.0,1.85,Adventure
420,6-7,longa_metragem,english,USA,PG-13,90000000.0,1.85,Drama
421,5,longa_metragem,english,USA,R,85000000.0,1.85,Action
423,5,longa_metragem,english,USA,PG,85000000.0,1.85,Adventure
424,6-7,longa_metragem,english,USA,PG-13,60000000.0,1.85,Action
425,5,longa_metragem,english,USA,PG-13,60000000.0,2.35,Action
426,<4,longa_metragem,english,USA,PG-13,65000000.0,1.85,Comedy
427,<4,longa_metragem,english,USA,PG,84000000.0,1.85,Adventure
428,6-7,longa_metragem,english,UK,R,35000000.0,2.35,Action
429,6-7,longa_metragem,english,USA,PG-13,70000000.0,1.85,Comedy
431,<4,longa_metragem,english,USA,PG,85000000.0,1.85,Action
432,6-7,longa_metragem,english,USA,PG-13,85000000.0,2.35,Action
433,6-7,longa_metragem,english,USA,PG-13,85000000.0,1.85,Action
434,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Crime
435,5,longa_metragem,english,USA,PG-13,82000000.0,2.35,Action
436,6-7,longa_metragem,english,USA,PG-13,81000000.0,1.85,Comedy
437,6-7,longa_metragem,english,USA,R,80000000.0,2.35,Action
438,6-7,longa_metragem,english,USA,PG-13,80000000.0,2.35,Action
439,6-7,longa_metragem,english,USA,PG-13,78000000.0,2.35,Adventure
440,6-7,longa_metragem,english,USA,R,80000000.0,2.35,Comedy
441,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Action
442,6-7,longa_metragem,english,USA,PG,80000000.0,1.85,Adventure
443,6-7,longa_metragem,english,USA,PG,80000000.0,1.66,Adventure
445,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Action
446,6-7,longa_metragem,english,USA,PG-13,84000000.0,2.35,Action
447,6-7,longa_metragem,english,USA,PG-13,82000000.0,2.35,Comedy
448,<4,longa_metragem,english,USA,G,75000000.0,1.85,Adventure
449,5,longa_metragem,english,USA,PG-13,80000000.0,1.85,Comedy
450,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Action
451,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Comedy
452,8-10,longa_metragem,english,USA,R,80000000.0,2.35,Mystery
453,5,longa_metragem,english,Germany,PG-13,80000000.0,1.85,Comedy
454,6-7,longa_metragem,english,USA,PG,75000000.0,1.85,Adventure
455,6-7,longa_metragem,english,USA,R,80000000.0,2.35,Action
456,6-7,longa_metragem,english,USA,PG,80000000.0,2.35,Comedy
457,6-7,longa_metragem,english,USA,R,80000000.0,2.35,Crime
458,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Comedy
460,6-7,longa_metragem,english,USA,R,75000000.0,2.35,Action
461,6-7,longa_metragem,english,USA,PG-13,80000000.0,2.35,Action
462,6-7,longa_metragem,english,USA,R,79000000.0,2.35,Adventure
463,6-7,longa_metragem,english,USA,R,80000000.0,2.35,Action
464,5,longa_metragem,english,USA,PG,80000000.0,1.85,Comedy
465,<4,longa_metragem,english,USA,PG-13,80000000.0,2.35,Fantasy
466,6-7,longa_metragem,english,USA,PG,80000000.0,1.77,Adventure
467,5,longa_metragem,english,USA,PG,65000000.0,1.85,Adventure
468,5,longa_metragem,english,USA,PG-13,80000000.0,2.35,Drama
469,6-7,longa_metragem,english,USA,R,75000000.0,2.35,Action
470,6-7,longa_metragem,english,USA,R,68000000.0,2.35,Action
471,5,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
472,<4,longa_metragem,english,USA,PG,80000000.0,1.85,Adventure
473,6-7,longa_metragem,english,USA,G,80000000.0,2.35,Adventure
474,5,longa_metragem,english,USA,PG,80000000.0,2.35,Comedy
475,5,longa_metragem,english,USA,PG-13,80000000.0,2.35,Action
476,6-7,longa_metragem,english,USA,R,80000000.0,1.85,Drama
478,6-7,longa_metragem,english,USA,PG,80000000.0,1.85,Animation
480,6-7,longa_metragem,english,USA,G,80000000.0,1.78,Animation
481,5,longa_metragem,english,USA,PG-13,80000000.0,2.35,Action
482,5,longa_metragem,english,USA,PG,90000000.0,1.85,Action
483,6-7,longa_metragem,english,USA,R,80000000.0,2.35,Action
484,5,longa_metragem,other,USA,PG,75000000.0,2.35,Action
485,6-7,longa_metragem,english,USA,PG-13,85000000.0,2.35,Drama
486,5,longa_metragem,english,USA,PG-13,80000000.0,1.85,Comedy
487,5,longa_metragem,english,USA,PG-13,88000000.0,1.85,Action
488,6-7,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
491,6-7,longa_metragem,english,USA,PG-13,80000000.0,2.35,Action
492,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Drama
493,5,longa_metragem,english,USA,PG-13,80000000.0,1.85,Action
494,5,longa_metragem,english,USA,PG,80000000.0,2.35,Adventure
495,<4,longa_metragem,english,USA,PG-13,44000000.0,2.35,Action
496,5,longa_metragem,english,Germany,PG,80000000.0,2.35,Adventure
497,5,longa_metragem,english,USA,PG-13,80000000.0,2.35,Drama
498,5,longa_metragem,english,USA,PG-13,80000000.0,2.35,Action
499,6-7,longa_metragem,english,USA,R,80000000.0,2.35,Action
500,5,longa_metragem,english,Australia,G,80000000.0,1.85,Adventure
501,6-7,longa_metragem,english,USA,PG-13,90000000.0,2.35,Action
502,5,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
503,6-7,longa_metragem,english,France,PG,86000000.0,2.35,Adventure
504,6-7,longa_metragem,other,France,G,40000000.0,2.35,Documentary
505,<4,longa_metragem,english,UK,PG-13,52000000.0,2.35,Action
506,5,longa_metragem,english,Canada,PG-13,80000000.0,2.35,Action
508,8-10,longa_metragem,english,USA,PG-13,58000000.0,1.85,Biography
509,8-10,longa_metragem,english,USA,G,45000000.0,1.66,Adventure
510,5,longa_metragem,english,USA,PG,79000000.0,1.85,Action
511,6-7,longa_metragem,english,USA,PG,78000000.0,2.35,Animation
512,6-7,longa_metragem,english,Germany,R,78000000.0,2.35,Crime
513,6-7,longa_metragem,english,USA,PG-13,100000000.0,2.35,Action
514,<4,longa_metragem,english,USA,PG,79000000.0,1.85,Comedy
515,5,longa_metragem,english,USA,PG-13,76000000.0,2.35,Action
516,6-7,longa_metragem,english,France,PG,81200000.0,2.35,Adventure
517,5,longa_metragem,english,USA,PG-13,80000000.0,1.85,Sci-Fi
518,<4,longa_metragem,english,USA,PG,76000000.0,1.85,Adventure
519,6-7,longa_metragem,english,Japan,PG,75000000.0,1.85,Animation
520,5,longa_metragem,english,USA,PG-13,78000000.0,2.35,Action
521,6-7,longa_metragem,english,USA,PG,76000000.0,1.85,Animation
522,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Action
523,6-7,longa_metragem,english,USA,PG-13,73000000.0,1.85,Action
524,6-7,longa_metragem,english,USA,PG,75000000.0,1.85,Adventure
525,6-7,longa_metragem,english,USA,R,76000000.0,1.85,Drama
526,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Action
527,6-7,longa_metragem,english,USA,R,75000000.0,2.35,Action
528,6-7,longa_metragem,english,USA,R,75000000.0,2.35,Action
529,6-7,longa_metragem,english,USA,PG,80000000.0,1.85,Action
530,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Comedy
531,6-7,longa_metragem,english,USA,PG,75000000.0,2.35,Comedy
532,5,longa_metragem,english,USA,R,50000000.0,2.0,Horror
533,<4,longa_metragem,english,USA,PG,75000000.0,1.85,Action
534,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Crime
535,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Comedy
536,6-7,longa_metragem,english,USA,PG-13,60000000.0,1.85,Comedy
538,5,longa_metragem,english,USA,PG,35000000.0,1.85,Comedy
539,5,longa_metragem,english,USA,PG-13,75000000.0,1.85,Action
540,6-7,longa_metragem,english,USA,R,75000000.0,1.85,Biography
541,6-7,longa_metragem,english,USA,PG,75000000.0,1.85,Adventure
542,6-7,longa_metragem,english,USA,PG-13,70000000.0,2.35,Drama
544,5,longa_metragem,english,USA,PG-13,53000000.0,2.4,Comedy
545,6-7,longa_metragem,english,France,R,70000000.0,2.35,Drama
546,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
547,5,longa_metragem,english,USA,PG-13,75000000.0,2.35,Action
548,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Action
549,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Comedy
550,6-7,longa_metragem,english,USA,PG,75000000.0,2.35,Animation
551,6-7,longa_metragem,english,USA,PG-13,80000000.0,2.35,Comedy
552,5,longa_metragem,english,USA,PG-13,55000000.0,1.85,Action
553,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Drama
554,6-7,longa_metragem,english,USA,R,75000000.0,1.85,Action
555,6-7,longa_metragem,english,USA,R,52000000.0,2.35,Action
556,6-7,longa_metragem,english,USA,PG,75000000.0,2.35,Action
557,5,longa_metragem,english,USA,PG-13,75000000.0,2.35,Action
558,6-7,longa_metragem,english,UK,R,75000000.0,2.35,Action
560,<4,longa_metragem,english,USA,PG-13,75000000.0,1.85,Animation
561,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Action
562,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Drama
563,6-7,longa_metragem,english,USA,PG,74000000.0,1.85,Action
564,6-7,longa_metragem,english,USA,PG-13,82000000.0,2.35,Action
565,5,longa_metragem,english,USA,R,69000000.0,2.35,Crime
566,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Drama
567,6-7,longa_metragem,english,USA,PG,73000000.0,1.85,Action
568,5,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
569,6-7,longa_metragem,english,USA,R,75000000.0,1.85,Comedy
570,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
571,6-7,longa_metragem,english,USA,PG-13,73000000.0,2.35,Action
572,<4,longa_metragem,english,USA,PG,72000000.0,2.35,Comedy
573,8-10,longa_metragem,english,USA,R,72000000.0,2.35,Biography
574,6-7,longa_metragem,english,Germany,R,70000000.0,2.35,Action
575,6-7,longa_metragem,english,USA,PG-13,75000000.0,2.35,Adventure
576,6-7,longa_metragem,english,USA,PG,72000000.0,1.85,Drama
577,<4,longa_metragem,english,USA,PG-13,72000000.0,2.35,Action
578,6-7,longa_metragem,english,France,PG,59660000.0,2.35,Adventure
579,6-7,longa_metragem,english,USA,PG-13,60000000.0,1.85,Drama
580,5,longa_metragem,english,USA,PG-13,71500000.0,1.85,Comedy
581,6-7,longa_metragem,english,USA,PG-13,72000000.0,1.85,Drama
582,6-7,longa_metragem,english,USA,PG,150000000.0,1.85,Adventure
583,6-7,longa_metragem,english,USA,G,120000000.0,2.35,Adventure
584,5,longa_metragem,english,USA,PG,70000000.0,2.35,Comedy
585,5,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
586,6-7,longa_metragem,english,USA,PG,74000000.0,1.85,Adventure
587,6-7,longa_metragem,english,USA,R,80000000.0,1.85,Crime
588,8-10,longa_metragem,english,USA,R,75000000.0,2.35,Adventure
589,6-7,longa_metragem,english,USA,PG,70000000.0,2.35,Adventure
591,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
592,6-7,longa_metragem,english,USA,PG-13,80000000.0,2.35,Action
594,6-7,longa_metragem,english,USA,R,68000000.0,1.85,Fantasy
595,5,longa_metragem,english,USA,PG-13,70000000.0,1.85,Drama
596,5,longa_metragem,english,USA,PG-13,60000000.0,2.35,Action
597,<4,longa_metragem,english,USA,PG,75000000.0,1.85,Animation
598,6-7,longa_metragem,english,USA,R,75000000.0,2.35,Action
599,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
600,6-7,longa_metragem,english,USA,PG,58000000.0,2.35,Action
601,5,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
602,8-10,longa_metragem,english,USA,PG-13,70000000.0,1.37,Adventure
603,6-7,longa_metragem,english,USA,R,70000000.0,1.85,Drama
604,6-7,longa_metragem,english,USA,PG-13,66000000.0,2.35,Drama
605,6-7,longa_metragem,english,USA,PG-13,70000000.0,2.35,Drama
606,6-7,longa_metragem,english,USA,PG-13,69500000.0,2.35,Adventure
607,6-7,longa_metragem,english,USA,PG-13,70000000.0,2.35,Drama
608,6-7,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
609,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
610,6-7,longa_metragem,english,UK,PG-13,70000000.0,2.35,Adventure
611,6-7,longa_metragem,english,USA,PG-13,70000000.0,2.35,Adventure
612,5,longa_metragem,english,USA,PG-13,70000000.0,2.35,Comedy
613,5,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
614,5,longa_metragem,english,UK,R,60000000.0,2.35,Action
615,5,longa_metragem,english,USA,PG-13,70000000.0,1.37,Action
616,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
617,5,longa_metragem,english,USA,PG-13,75000000.0,2.35,Comedy
618,6-7,longa_metragem,english,USA,R,60000000.0,2.35,Drama
619,6-7,longa_metragem,english,UK,R,35000000.0,2.35,Action
620,<4,longa_metragem,english,USA,R,70000000.0,2.35,Action
621,<4,longa_metragem,english,USA,R,70000000.0,2.35,Action
622,5,longa_metragem,english,USA,R,70000000.0,2.35,Action
623,6-7,longa_metragem,english,USA,PG,70000000.0,2.35,Action
625,5,longa_metragem,english,USA,R,70000000.0,2.35,Action
626,6-7,longa_metragem,english,USA,PG,70000000.0,1.85,Action
627,<4,longa_metragem,english,UK,R,70000000.0,2.35,Crime
628,6-7,longa_metragem,english,USA,R,50000000.0,2.35,Action
629,<4,longa_metragem,english,USA,PG-13,70000000.0,2.35,Action
630,6-7,longa_metragem,english,USA,PG-13,68000000.0,2.35,Action
631,<4,longa_metragem,english,USA,PG-13,68000000.0,2.35,Adventure
632,6-7,longa_metragem,english,USA,R,68000000.0,2.35,Crime
633,6-7,longa_metragem,english,USA,PG,69000000.0,1.85,Animation
634,5,longa_metragem,english,USA,R,68000000.0,2.35,Action
635,6-7,longa_metragem,english,USA,R,68000000.0,2.35,Comedy
636,6-7,longa_metragem,english,Spain,R,70000000.0,2.35,Adventure
637,6-7,longa_metragem,english,USA,PG-13,65000000.0,1.85,Action
638,5,longa_metragem,english,USA,R,36000000.0,2.35,Comedy
639,6-7,longa_metragem,english,USA,R,68000000.0,2.35,Biography
641,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
643,5,longa_metragem,english,USA,R,69000000.0,2.35,Action
644,6-7,longa_metragem,english,USA,PG-13,66000000.0,2.35,Action
646,6-7,longa_metragem,english,USA,PG-13,66000000.0,2.35,Drama
647,5,longa_metragem,english,UK,PG-13,35000000.0,2.35,Action
648,8-10,longa_metragem,english,USA,R,70000000.0,1.85,Action
649,6-7,longa_metragem,english,USA,PG-13,66000000.0,2.35,Action
650,6-7,longa_metragem,english,USA,PG-13,70000000.0,1.37,Comedy
651,6-7,longa_metragem,english,USA,PG,59000000.0,1.85,Adventure
652,5,longa_metragem,english,USA,R,68000000.0,2.35,Drama
653,6-7,longa_metragem,english,USA,PG-13,65000000.0,2.35,Biography
654,8-10,longa_metragem,english,USA,R,63000000.0,2.35,Action
655,6-7,longa_metragem,english,USA,PG,62000000.0,2.35,Adventure
657,5,longa_metragem,english,USA,G,60000000.0,1.85,Comedy
658,6-7,longa_metragem,english,USA,PG-13,61000000.0,1.85,Drama
659,6-7,longa_metragem,english,USA,PG,65000000.0,1.85,Comedy
660,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Comedy
661,6-7,longa_metragem,english,USA,PG-13,65000000.0,2.35,Action
662,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Comedy
663,6-7,longa_metragem,english,USA,PG-13,65000000.0,2.35,Biography
664,6-7,longa_metragem,english,USA,PG-13,65000000.0,2.35,Action
665,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
666,6-7,longa_metragem,english,USA,R,50000000.0,2.35,Action
667,6-7,longa_metragem,english,USA,PG,60000000.0,1.85,Comedy
668,6-7,longa_metragem,english,USA,PG-13,63000000.0,1.85,Drama
669,6-7,longa_metragem,english,USA,PG-13,65000000.0,1.85,Drama
670,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Comedy
671,6-7,longa_metragem,english,UK,R,65000000.0,1.66,Drama
672,5,longa_metragem,english,USA,PG,65000000.0,2.39,Comedy
673,6-7,longa_metragem,english,USA,R,50100000.0,1.85,Comedy
674,6-7,longa_metragem,english,USA,PG-13,65000000.0,2.35,Action
675,5,longa_metragem,english,USA,R,65000000.0,2.35,Action
677,6-7,longa_metragem,english,France,R,65000000.0,2.35,Comedy
678,5,longa_metragem,english,Germany,R,65000000.0,2.35,Action
679,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Action
680,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Action
681,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Action
682,6-7,longa_metragem,english,USA,PG,65000000.0,1.85,Action
683,8-10,longa_metragem,english,USA,R,63000000.0,2.35,Drama
684,6-7,longa_metragem,english,USA,PG,65000000.0,2.35,Drama
686,5,longa_metragem,english,USA,R,70000000.0,1.85,Action
687,5,longa_metragem,english,France,R,65000000.0,1.85,Comedy
688,5,longa_metragem,english,Australia,PG-13,65000000.0,2.35,Action
689,6-7,longa_metragem,english,UK,PG-13,50000000.0,2.35,Crime
690,<4,longa_metragem,english,Canada,PG-13,43000000.0,2.35,Action
691,6-7,longa_metragem,english,USA,R,65000000.0,1.85,Action
692,5,longa_metragem,english,USA,R,64000000.0,1.85,Drama
693,6-7,longa_metragem,english,UK,PG-13,55000000.0,2.35,Adventure
694,6-7,longa_metragem,english,Germany,R,50000000.0,2.35,Crime
695,6-7,longa_metragem,english,USA,PG-13,63000000.0,2.35,Action
696,6-7,longa_metragem,english,Hong Kong,PG,65000000.0,2.35,Action
697,8-10,longa_metragem,english,USA,PG-13,63000000.0,1.85,Adventure
698,6-7,longa_metragem,english,USA,PG-13,63000000.0,2.35,Adventure
699,6-7,longa_metragem,english,USA,PG-13,62000000.0,2.35,Action
700,6-7,longa_metragem,other,China,R,65000000.0,2.35,Action
701,<4,longa_metragem,english,USA,PG-13,64000000.0,1.85,Comedy
702,6-7,longa_metragem,english,France,PG-13,62000000.0,2.35,Action
703,6-7,longa_metragem,english,USA,PG-13,62000000.0,2.35,Comedy
704,<4,longa_metragem,english,USA,PG-13,62000000.0,2.35,Comedy
705,5,longa_metragem,english,USA,R,42000000.0,2.35,Action
706,6-7,longa_metragem,english,USA,R,44000000.0,2.76,Crime
707,6-7,longa_metragem,english,USA,PG-13,61000000.0,1.85,Comedy
708,5,longa_metragem,english,USA,PG,63000000.0,1.85,Adventure
709,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Action
710,6-7,longa_metragem,english,USA,PG-13,80000000.0,1.85,Comedy
711,6-7,longa_metragem,english,USA,PG,60000000.0,2.35,Comedy
712,8-10,longa_metragem,english,USA,R,60000000.0,1.85,Crime
714,5,longa_metragem,english,USA,G,150000000.0,1.85,Adventure
715,8-10,longa_metragem,english,USA,R,61000000.0,2.35,Crime
716,6-7,longa_metragem,english,USA,PG-13,60000000.0,2.35,Action
717,6-7,longa_metragem,english,UK,PG-13,58000000.0,2.35,Action
718,6-7,longa_metragem,english,USA,R,95000000.0,2.35,Drama
719,8-10,longa_metragem,english,USA,PG,60000000.0,1.85,Comedy
720,6-7,longa_metragem,english,USA,PG,70000000.0,1.85,Adventure
721,5,longa_metragem,english,USA,PG,60000000.0,1.85,Comedy
722,6-7,longa_metragem,english,USA,R,61000000.0,2.35,Action
723,5,longa_metragem,english,USA,PG,60000000.0,1.85,Action
724,6-7,longa_metragem,english,USA,PG-13,60000000.0,2.35,Action
725,6-7,longa_metragem,english,USA,PG-13,60000000.0,1.85,Comedy
726,6-7,longa_metragem,english,USA,PG,105000000.0,1.85,Adventure
727,5,longa_metragem,english,USA,PG-13,60000000.0,1.85,Comedy
728,5,longa_metragem,english,USA,PG-13,60000000.0,2.35,Action
729,5,longa_metragem,english,USA,PG,60000000.0,2.35,Adventure
730,6-7,longa_metragem,english,USA,PG-13,61000000.0,2.35,Action
731,5,longa_metragem,english,USA,PG-13,60000000.0,1.85,Drama
732,6-7,longa_metragem,english,USA,PG-13,60000000.0,2.35,Comedy
733,6-7,longa_metragem,english,USA,PG-13,58000000.0,2.35,Action
734,6-7,longa_metragem,english,USA,R,55000000.0,2.35,Drama
735,6-7,longa_metragem,english,USA,PG-13,60000000.0,1.85,Drama
736,6-7,longa_metragem,english,USA,R,65000000.0,2.35,Crime
737,5,longa_metragem,english,USA,PG-13,60000000.0,2.35,Action
738,6-7,longa_metragem,english,USA,PG-13,55000000.0,1.85,Action
739,6-7,longa_metragem,english,USA,PG-13,60000000.0,2.35,Action
740,5,longa_metragem,english,USA,R,60000000.0,2.35,Action
741,6-7,longa_metragem,english,USA,PG,60000000.0,1.78,Documentary
742,6-7,longa_metragem,english,USA,PG-13,60000000.0,1.85,Drama
743,<4,longa_metragem,english,USA,PG,60000000.0,2.35,Action
744,6-7,longa_metragem,english,USA,PG,60000000.0,1.85,Animation
745,5,longa_metragem,english,USA,R,48000000.0,1.85,Sci-Fi
746,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Action
747,<4,longa_metragem,english,USA,PG,50000000.0,2.35,Comedy
748,6-7,longa_metragem,english,USA,PG-13,60000000.0,2.35,Comedy
749,5,longa_metragem,english,USA,PG,60000000.0,1.85,Comedy
750,6-7,longa_metragem,english,USA,PG-13,66000000.0,1.85,Action
751,6-7,longa_metragem,english,USA,PG-13,60000000.0,2.35,Drama
752,6-7,longa_metragem,english,USA,PG,60000000.0,2.35,Adventure
