year,state,month,trt_month_year,trt_number,trt_region,trt_estacoes
2011,Mato Grosso,Agosto,Agosto - 2011,1,Centro-Oeste,Inverno
2012,Mato Grosso,Agosto,Agosto - 2012,1,Centro-Oeste,Inverno
2013,Mato Grosso,Agosto,Agosto - 2013,1,Centro-Oeste,Inverno
2014,Mato Grosso,Agosto,Agosto - 2014,1,Centro-Oeste,Inverno
2015,Mato Grosso,Agosto,Agosto - 2015,1,Centro-Oeste,Inverno
2016,Mato Grosso,Agosto,Agosto - 2016,1,Centro-Oeste,Inverno
2017,Mato Grosso,Agosto,Agosto - 2017,1,Centro-Oeste,Inverno
1998,Mato Grosso,Setembro,Setembro - 1998,1,Centro-Oeste,Inverno
1999,Mato Grosso,Setembro,Setembro - 1999,1,Centro-Oeste,Inverno
2000,Mato Grosso,Setembro,Setembro - 2000,1,Centro-Oeste,Inverno
2001,Mato Grosso,Setembro,Setembro - 2001,1,Centro-Oeste,Inverno
2002,Mato Grosso,Setembro,Setembro - 2002,1,Centro-Oeste,Inverno
2003,Mato Grosso,Setembro,Setembro - 2003,1,Centro-Oeste,Inverno
2004,Mato Grosso,Setembro,Setembro - 2004,1,Centro-Oeste,Inverno
2005,Mato Grosso,Setembro,Setembro - 2005,1,Centro-Oeste,Inverno
2006,Mato Grosso,Setembro,Setembro - 2006,1,Centro-Oeste,Inverno
2007,Mato Grosso,Setembro,Setembro - 2007,1,Centro-Oeste,Inverno
2008,Mato Grosso,Setembro,Setembro - 2008,1,Centro-Oeste,Inverno
2009,Mato Grosso,Setembro,Setembro - 2009,1,Centro-Oeste,Inverno
2010,Mato Grosso,Setembro,Setembro - 2010,1,Centro-Oeste,Inverno
2011,Mato Grosso,Setembro,Setembro - 2011,1,Centro-Oeste,Inverno
2012,Mato Grosso,Setembro,Setembro - 2012,1,Centro-Oeste,Inverno
2013,Mato Grosso,Setembro,Setembro - 2013,1,Centro-Oeste,Inverno
2014,Mato Grosso,Setembro,Setembro - 2014,1,Centro-Oeste,Inverno
2015,Mato Grosso,Setembro,Setembro - 2015,1,Centro-Oeste,Inverno
2016,Mato Grosso,Setembro,Setembro - 2016,1,Centro-Oeste,Inverno
2017,Mato Grosso,Setembro,Setembro - 2017,1,Centro-Oeste,Inverno
1998,Mato Grosso,Outubro,Outubro - 1998,1,Centro-Oeste,Primavera
1999,Mato Grosso,Outubro,Outubro - 1999,1,Centro-Oeste,Primavera
2000,Mato Grosso,Outubro,Outubro - 2000,1,Centro-Oeste,Primavera
2001,Mato Grosso,Outubro,Outubro - 2001,1,Centro-Oeste,Primavera
2002,Mato Grosso,Outubro,Outubro - 2002,1,Centro-Oeste,Primavera
2003,Mato Grosso,Outubro,Outubro - 2003,1,Centro-Oeste,Primavera
2004,Mato Grosso,Outubro,Outubro - 2004,1,Centro-Oeste,Primavera
2005,Mato Grosso,Outubro,Outubro - 2005,1,Centro-Oeste,Primavera
2006,Mato Grosso,Outubro,Outubro - 2006,1,Centro-Oeste,Primavera
2007,Mato Grosso,Outubro,Outubro - 2007,1,Centro-Oeste,Primavera
2008,Mato Grosso,Outubro,Outubro - 2008,1,Centro-Oeste,Primavera
2009,Mato Grosso,Outubro,Outubro - 2009,1,Centro-Oeste,Primavera
2010,Mato Grosso,Outubro,Outubro - 2010,1,Centro-Oeste,Primavera
2011,Mato Grosso,Outubro,Outubro - 2011,1,Centro-Oeste,Primavera
2012,Mato Grosso,Outubro,Outubro - 2012,1,Centro-Oeste,Primavera
2013,Mato Grosso,Outubro,Outubro - 2013,1,Centro-Oeste,Primavera
2014,Mato Grosso,Outubro,Outubro - 2014,1,Centro-Oeste,Primavera
2015,Mato Grosso,Outubro,Outubro - 2015,1,Centro-Oeste,Primavera
2016,Mato Grosso,Outubro,Outubro - 2016,1,Centro-Oeste,Primavera
2017,Mato Grosso,Outubro,Outubro - 2017,1,Centro-Oeste,Primavera
1998,Mato Grosso,Novembro,Novembro - 1998,1,Centro-Oeste,Primavera
1999,Mato Grosso,Novembro,Novembro - 1999,1,Centro-Oeste,Primavera
2000,Mato Grosso,Novembro,Novembro - 2000,1,Centro-Oeste,Primavera
2001,Mato Grosso,Novembro,Novembro - 2001,1,Centro-Oeste,Primavera
2002,Mato Grosso,Novembro,Novembro - 2002,1,Centro-Oeste,Primavera
2003,Mato Grosso,Novembro,Novembro - 2003,1,Centro-Oeste,Primavera
2004,Mato Grosso,Novembro,Novembro - 2004,1,Centro-Oeste,Primavera
2005,Mato Grosso,Novembro,Novembro - 2005,1,Centro-Oeste,Primavera
2006,Mato Grosso,Novembro,Novembro - 2006,1,Centro-Oeste,Primavera
2007,Mato Grosso,Novembro,Novembro - 2007,1,Centro-Oeste,Primavera
2008,Mato Grosso,Novembro,Novembro - 2008,1,Centro-Oeste,Primavera
2009,Mato Grosso,Novembro,Novembro - 2009,1,Centro-Oeste,Primavera
2010,Mato Grosso,Novembro,Novembro - 2010,1,Centro-Oeste,Primavera
2011,Mato Grosso,Novembro,Novembro - 2011,1,Centro-Oeste,Primavera
2012,Mato Grosso,Novembro,Novembro - 2012,1,Centro-Oeste,Primavera
2013,Mato Grosso,Novembro,Novembro - 2013,1,Centro-Oeste,Primavera
2014,Mato Grosso,Novembro,Novembro - 2014,1,Centro-Oeste,Primavera
2015,Mato Grosso,Novembro,Novembro - 2015,1,Centro-Oeste,Primavera
2016,Mato Grosso,Novembro,Novembro - 2016,1,Centro-Oeste,Primavera
2017,Mato Grosso,Novembro,Novembro - 2017,1,Centro-Oeste,Primavera
1998,Mato Grosso,Dezembro,Dezembro - 1998,1,Centro-Oeste,Primavera
1999,Mato Grosso,Dezembro,Dezembro - 1999,1,Centro-Oeste,Primavera
2000,Mato Grosso,Dezembro,Dezembro - 2000,1,Centro-Oeste,Primavera
2001,Mato Grosso,Dezembro,Dezembro - 2001,1,Centro-Oeste,Primavera
2002,Mato Grosso,Dezembro,Dezembro - 2002,1,Centro-Oeste,Primavera
2003,Mato Grosso,Dezembro,Dezembro - 2003,1,Centro-Oeste,Primavera
2004,Mato Grosso,Dezembro,Dezembro - 2004,1,Centro-Oeste,Primavera
2005,Mato Grosso,Dezembro,Dezembro - 2005,1,Centro-Oeste,Primavera
2006,Mato Grosso,Dezembro,Dezembro - 2006,1,Centro-Oeste,Primavera
2007,Mato Grosso,Dezembro,Dezembro - 2007,1,Centro-Oeste,Primavera
2008,Mato Grosso,Dezembro,Dezembro - 2008,1,Centro-Oeste,Primavera
2009,Mato Grosso,Dezembro,Dezembro - 2009,1,Centro-Oeste,Primavera
2010,Mato Grosso,Dezembro,Dezembro - 2010,1,Centro-Oeste,Primavera
2011,Mato Grosso,Dezembro,Dezembro - 2011,1,Centro-Oeste,Primavera
2012,Mato Grosso,Dezembro,Dezembro - 2012,1,Centro-Oeste,Primavera
2013,Mato Grosso,Dezembro,Dezembro - 2013,1,Centro-Oeste,Primavera
2014,Mato Grosso,Dezembro,Dezembro - 2014,1,Centro-Oeste,Primavera
2015,Mato Grosso,Dezembro,Dezembro - 2015,1,Centro-Oeste,Primavera
2016,Mato Grosso,Dezembro,Dezembro - 2016,1,Centro-Oeste,Primavera
1998,Minas Gerais,Janeiro,Janeiro - 1998,0,Sudeste,Verao
1999,Minas Gerais,Janeiro,Janeiro - 1999,1,Sudeste,Verao
2000,Minas Gerais,Janeiro,Janeiro - 2000,1,Sudeste,Verao
2001,Minas Gerais,Janeiro,Janeiro - 2001,1,Sudeste,Verao
2002,Minas Gerais,Janeiro,Janeiro - 2002,1,Sudeste,Verao
2003,Minas Gerais,Janeiro,Janeiro - 2003,1,Sudeste,Verao
2004,Minas Gerais,Janeiro,Janeiro - 2004,1,Sudeste,Verao
2005,Minas Gerais,Janeiro,Janeiro - 2005,1,Sudeste,Verao
2006,Minas Gerais,Janeiro,Janeiro - 2006,1,Sudeste,Verao
2007,Minas Gerais,Janeiro,Janeiro - 2007,1,Sudeste,Verao
2008,Minas Gerais,Janeiro,Janeiro - 2008,1,Sudeste,Verao
2009,Minas Gerais,Janeiro,Janeiro - 2009,1,Sudeste,Verao
2010,Minas Gerais,Janeiro,Janeiro - 2010,1,Sudeste,Verao
2011,Minas Gerais,Janeiro,Janeiro - 2011,1,Sudeste,Verao
2012,Minas Gerais,Janeiro,Janeiro - 2012,1,Sudeste,Verao
2013,Minas Gerais,Janeiro,Janeiro - 2013,1,Sudeste,Verao
2014,Minas Gerais,Janeiro,Janeiro - 2014,1,Sudeste,Verao
2015,Minas Gerais,Janeiro,Janeiro - 2015,1,Sudeste,Verao
2016,Minas Gerais,Janeiro,Janeiro - 2016,1,Sudeste,Verao
2017,Minas Gerais,Janeiro,Janeiro - 2017,1,Sudeste,Verao
1998,Minas Gerais,Fevereiro,Fevereiro - 1998,0,Sudeste,Verao
1999,Minas Gerais,Fevereiro,Fevereiro - 1999,1,Sudeste,Verao
2000,Minas Gerais,Fevereiro,Fevereiro - 2000,1,Sudeste,Verao
2001,Minas Gerais,Fevereiro,Fevereiro - 2001,1,Sudeste,Verao
2002,Minas Gerais,Fevereiro,Fevereiro - 2002,1,Sudeste,Verao
2003,Minas Gerais,Fevereiro,Fevereiro - 2003,1,Sudeste,Verao
2004,Minas Gerais,Fevereiro,Fevereiro - 2004,1,Sudeste,Verao
2005,Minas Gerais,Fevereiro,Fevereiro - 2005,1,Sudeste,Verao
2006,Minas Gerais,Fevereiro,Fevereiro - 2006,1,Sudeste,Verao
2007,Minas Gerais,Fevereiro,Fevereiro - 2007,1,Sudeste,Verao
2008,Minas Gerais,Fevereiro,Fevereiro - 2008,1,Sudeste,Verao
2009,Minas Gerais,Fevereiro,Fevereiro - 2009,1,Sudeste,Verao
2010,Minas Gerais,Fevereiro,Fevereiro - 2010,1,Sudeste,Verao
2011,Minas Gerais,Fevereiro,Fevereiro - 2011,1,Sudeste,Verao
2012,Minas Gerais,Fevereiro,Fevereiro - 2012,1,Sudeste,Verao
2013,Minas Gerais,Fevereiro,Fevereiro - 2013,1,Sudeste,Verao
2014,Minas Gerais,Fevereiro,Fevereiro - 2014,1,Sudeste,Verao
2015,Minas Gerais,Fevereiro,Fevereiro - 2015,1,Sudeste,Verao
2016,Minas Gerais,Fevereiro,Fevereiro - 2016,1,Sudeste,Verao
2017,Minas Gerais,Fevereiro,Fevereiro - 2017,1,Sudeste,Verao
1998,Minas Gerais,MarÁo,MarÁo - 1998,0,Sudeste,Outono
1999,Minas Gerais,MarÁo,MarÁo - 1999,1,Sudeste,Outono
2000,Minas Gerais,MarÁo,MarÁo - 2000,1,Sudeste,Outono
2001,Minas Gerais,MarÁo,MarÁo - 2001,1,Sudeste,Outono
2002,Minas Gerais,MarÁo,MarÁo - 2002,1,Sudeste,Outono
2003,Minas Gerais,MarÁo,MarÁo - 2003,1,Sudeste,Outono
2004,Minas Gerais,MarÁo,MarÁo - 2004,1,Sudeste,Outono
2005,Minas Gerais,MarÁo,MarÁo - 2005,1,Sudeste,Outono
2006,Minas Gerais,MarÁo,MarÁo - 2006,1,Sudeste,Outono
2007,Minas Gerais,MarÁo,MarÁo - 2007,1,Sudeste,Outono
2008,Minas Gerais,MarÁo,MarÁo - 2008,1,Sudeste,Outono
2009,Minas Gerais,MarÁo,MarÁo - 2009,1,Sudeste,Outono
2010,Minas Gerais,MarÁo,MarÁo - 2010,1,Sudeste,Outono
2011,Minas Gerais,MarÁo,MarÁo - 2011,1,Sudeste,Outono
2012,Minas Gerais,MarÁo,MarÁo - 2012,1,Sudeste,Outono
2013,Minas Gerais,MarÁo,MarÁo - 2013,1,Sudeste,Outono
2014,Minas Gerais,MarÁo,MarÁo - 2014,1,Sudeste,Outono
2015,Minas Gerais,MarÁo,MarÁo - 2015,1,Sudeste,Outono
2016,Minas Gerais,MarÁo,MarÁo - 2016,1,Sudeste,Outono
2017,Minas Gerais,MarÁo,MarÁo - 2017,1,Sudeste,Outono
1998,Minas Gerais,Abril,Abril - 1998,0,Sudeste,Outono
1999,Minas Gerais,Abril,Abril - 1999,1,Sudeste,Outono
2000,Minas Gerais,Abril,Abril - 2000,1,Sudeste,Outono
2001,Minas Gerais,Abril,Abril - 2001,1,Sudeste,Outono
2002,Minas Gerais,Abril,Abril - 2002,1,Sudeste,Outono
2003,Minas Gerais,Abril,Abril - 2003,1,Sudeste,Outono
2004,Minas Gerais,Abril,Abril - 2004,1,Sudeste,Outono
2005,Minas Gerais,Abril,Abril - 2005,1,Sudeste,Outono
2006,Minas Gerais,Abril,Abril - 2006,1,Sudeste,Outono
2007,Minas Gerais,Abril,Abril - 2007,1,Sudeste,Outono
2008,Minas Gerais,Abril,Abril - 2008,1,Sudeste,Outono
2009,Minas Gerais,Abril,Abril - 2009,1,Sudeste,Outono
2010,Minas Gerais,Abril,Abril - 2010,1,Sudeste,Outono
2011,Minas Gerais,Abril,Abril - 2011,1,Sudeste,Outono
2012,Minas Gerais,Abril,Abril - 2012,1,Sudeste,Outono
2013,Minas Gerais,Abril,Abril - 2013,1,Sudeste,Outono
2014,Minas Gerais,Abril,Abril - 2014,1,Sudeste,Outono
2015,Minas Gerais,Abril,Abril - 2015,1,Sudeste,Outono
2016,Minas Gerais,Abril,Abril - 2016,1,Sudeste,Outono
2017,Minas Gerais,Abril,Abril - 2017,1,Sudeste,Outono
1998,Minas Gerais,Maio,Maio - 1998,0,Sudeste,Outono
1999,Minas Gerais,Maio,Maio - 1999,1,Sudeste,Outono
2000,Minas Gerais,Maio,Maio - 2000,1,Sudeste,Outono
2001,Minas Gerais,Maio,Maio - 2001,1,Sudeste,Outono
2002,Minas Gerais,Maio,Maio - 2002,1,Sudeste,Outono
2003,Minas Gerais,Maio,Maio - 2003,1,Sudeste,Outono
2004,Minas Gerais,Maio,Maio - 2004,1,Sudeste,Outono
2005,Minas Gerais,Maio,Maio - 2005,1,Sudeste,Outono
2006,Minas Gerais,Maio,Maio - 2006,1,Sudeste,Outono
2007,Minas Gerais,Maio,Maio - 2007,1,Sudeste,Outono
2008,Minas Gerais,Maio,Maio - 2008,1,Sudeste,Outono
2009,Minas Gerais,Maio,Maio - 2009,1,Sudeste,Outono
2010,Minas Gerais,Maio,Maio - 2010,1,Sudeste,Outono
2011,Minas Gerais,Maio,Maio - 2011,1,Sudeste,Outono
2012,Minas Gerais,Maio,Maio - 2012,1,Sudeste,Outono
2013,Minas Gerais,Maio,Maio - 2013,1,Sudeste,Outono
2014,Minas Gerais,Maio,Maio - 2014,1,Sudeste,Outono
2015,Minas Gerais,Maio,Maio - 2015,1,Sudeste,Outono
2016,Minas Gerais,Maio,Maio - 2016,1,Sudeste,Outono
2017,Minas Gerais,Maio,Maio - 2017,1,Sudeste,Outono
1998,Minas Gerais,Junho,Junho - 1998,1,Sudeste,Outono
1999,Minas Gerais,Junho,Junho - 1999,1,Sudeste,Outono
2000,Minas Gerais,Junho,Junho - 2000,1,Sudeste,Outono
2001,Minas Gerais,Junho,Junho - 2001,1,Sudeste,Outono
2002,Minas Gerais,Junho,Junho - 2002,1,Sudeste,Outono
2003,Minas Gerais,Junho,Junho - 2003,1,Sudeste,Outono
2004,Minas Gerais,Junho,Junho - 2004,1,Sudeste,Outono
2005,Minas Gerais,Junho,Junho - 2005,1,Sudeste,Outono
2006,Minas Gerais,Junho,Junho - 2006,1,Sudeste,Outono
2007,Minas Gerais,Junho,Junho - 2007,1,Sudeste,Outono
2008,Minas Gerais,Junho,Junho - 2008,1,Sudeste,Outono
2009,Minas Gerais,Junho,Junho - 2009,1,Sudeste,Outono
2010,Minas Gerais,Junho,Junho - 2010,1,Sudeste,Outono
2011,Minas Gerais,Junho,Junho - 2011,1,Sudeste,Outono
2012,Minas Gerais,Junho,Junho - 2012,1,Sudeste,Outono
2013,Minas Gerais,Junho,Junho - 2013,1,Sudeste,Outono
2014,Minas Gerais,Junho,Junho - 2014,1,Sudeste,Outono
2015,Minas Gerais,Junho,Junho - 2015,1,Sudeste,Outono
2016,Minas Gerais,Junho,Junho - 2016,1,Sudeste,Outono
2017,Minas Gerais,Junho,Junho - 2017,1,Sudeste,Outono
1998,Minas Gerais,Julho,Julho - 1998,1,Sudeste,Inverno
1999,Minas Gerais,Julho,Julho - 1999,1,Sudeste,Inverno
2000,Minas Gerais,Julho,Julho - 2000,1,Sudeste,Inverno
2001,Minas Gerais,Julho,Julho - 2001,1,Sudeste,Inverno
2002,Minas Gerais,Julho,Julho - 2002,1,Sudeste,Inverno
2003,Minas Gerais,Julho,Julho - 2003,1,Sudeste,Inverno
2004,Minas Gerais,Julho,Julho - 2004,1,Sudeste,Inverno
2005,Minas Gerais,Julho,Julho - 2005,1,Sudeste,Inverno
2006,Minas Gerais,Julho,Julho - 2006,1,Sudeste,Inverno
2007,Minas Gerais,Julho,Julho - 2007,1,Sudeste,Inverno
2008,Minas Gerais,Julho,Julho - 2008,1,Sudeste,Inverno
2009,Minas Gerais,Julho,Julho - 2009,1,Sudeste,Inverno
2010,Minas Gerais,Julho,Julho - 2010,1,Sudeste,Inverno
2011,Minas Gerais,Julho,Julho - 2011,1,Sudeste,Inverno
2012,Minas Gerais,Julho,Julho - 2012,1,Sudeste,Inverno
2013,Minas Gerais,Julho,Julho - 2013,1,Sudeste,Inverno
2014,Minas Gerais,Julho,Julho - 2014,1,Sudeste,Inverno
2015,Minas Gerais,Julho,Julho - 2015,1,Sudeste,Inverno
2016,Minas Gerais,Julho,Julho - 2016,1,Sudeste,Inverno
2017,Minas Gerais,Julho,Julho - 2017,1,Sudeste,Inverno
1998,Minas Gerais,Agosto,Agosto - 1998,1,Sudeste,Inverno
1999,Minas Gerais,Agosto,Agosto - 1999,1,Sudeste,Inverno
2000,Minas Gerais,Agosto,Agosto - 2000,1,Sudeste,Inverno
2001,Minas Gerais,Agosto,Agosto - 2001,1,Sudeste,Inverno
2002,Minas Gerais,Agosto,Agosto - 2002,1,Sudeste,Inverno
2003,Minas Gerais,Agosto,Agosto - 2003,1,Sudeste,Inverno
2004,Minas Gerais,Agosto,Agosto - 2004,1,Sudeste,Inverno
2005,Minas Gerais,Agosto,Agosto - 2005,1,Sudeste,Inverno
2006,Minas Gerais,Agosto,Agosto - 2006,1,Sudeste,Inverno
2007,Minas Gerais,Agosto,Agosto - 2007,1,Sudeste,Inverno
2008,Minas Gerais,Agosto,Agosto - 2008,1,Sudeste,Inverno
2009,Minas Gerais,Agosto,Agosto - 2009,1,Sudeste,Inverno
2010,Minas Gerais,Agosto,Agosto - 2010,1,Sudeste,Inverno
2011,Minas Gerais,Agosto,Agosto - 2011,1,Sudeste,Inverno
2012,Minas Gerais,Agosto,Agosto - 2012,1,Sudeste,Inverno
2013,Minas Gerais,Agosto,Agosto - 2013,1,Sudeste,Inverno
2014,Minas Gerais,Agosto,Agosto - 2014,1,Sudeste,Inverno
2015,Minas Gerais,Agosto,Agosto - 2015,1,Sudeste,Inverno
2016,Minas Gerais,Agosto,Agosto - 2016,1,Sudeste,Inverno
2017,Minas Gerais,Agosto,Agosto - 2017,1,Sudeste,Inverno
1998,Minas Gerais,Setembro,Setembro - 1998,1,Sudeste,Inverno
1999,Minas Gerais,Setembro,Setembro - 1999,1,Sudeste,Inverno
2000,Minas Gerais,Setembro,Setembro - 2000,1,Sudeste,Inverno
2001,Minas Gerais,Setembro,Setembro - 2001,1,Sudeste,Inverno
2002,Minas Gerais,Setembro,Setembro - 2002,1,Sudeste,Inverno
2003,Minas Gerais,Setembro,Setembro - 2003,1,Sudeste,Inverno
2004,Minas Gerais,Setembro,Setembro - 2004,1,Sudeste,Inverno
2005,Minas Gerais,Setembro,Setembro - 2005,1,Sudeste,Inverno
2006,Minas Gerais,Setembro,Setembro - 2006,1,Sudeste,Inverno
2007,Minas Gerais,Setembro,Setembro - 2007,1,Sudeste,Inverno
2008,Minas Gerais,Setembro,Setembro - 2008,1,Sudeste,Inverno
2009,Minas Gerais,Setembro,Setembro - 2009,1,Sudeste,Inverno
2010,Minas Gerais,Setembro,Setembro - 2010,1,Sudeste,Inverno
2011,Minas Gerais,Setembro,Setembro - 2011,1,Sudeste,Inverno
2012,Minas Gerais,Setembro,Setembro - 2012,1,Sudeste,Inverno
2013,Minas Gerais,Setembro,Setembro - 2013,1,Sudeste,Inverno
2014,Minas Gerais,Setembro,Setembro - 2014,1,Sudeste,Inverno
2015,Minas Gerais,Setembro,Setembro - 2015,1,Sudeste,Inverno
2016,Minas Gerais,Setembro,Setembro - 2016,1,Sudeste,Inverno
2017,Minas Gerais,Setembro,Setembro - 2017,1,Sudeste,Inverno
1998,Minas Gerais,Outubro,Outubro - 1998,1,Sudeste,Primavera
1999,Minas Gerais,Outubro,Outubro - 1999,1,Sudeste,Primavera
2000,Minas Gerais,Outubro,Outubro - 2000,1,Sudeste,Primavera
2001,Minas Gerais,Outubro,Outubro - 2001,1,Sudeste,Primavera
2002,Minas Gerais,Outubro,Outubro - 2002,1,Sudeste,Primavera
2003,Minas Gerais,Outubro,Outubro - 2003,1,Sudeste,Primavera
2004,Minas Gerais,Outubro,Outubro - 2004,1,Sudeste,Primavera
2005,Minas Gerais,Outubro,Outubro - 2005,1,Sudeste,Primavera
2006,Minas Gerais,Outubro,Outubro - 2006,1,Sudeste,Primavera
2007,Minas Gerais,Outubro,Outubro - 2007,1,Sudeste,Primavera
2008,Minas Gerais,Outubro,Outubro - 2008,1,Sudeste,Primavera
2009,Minas Gerais,Outubro,Outubro - 2009,1,Sudeste,Primavera
2010,Minas Gerais,Outubro,Outubro - 2010,1,Sudeste,Primavera
2011,Minas Gerais,Outubro,Outubro - 2011,1,Sudeste,Primavera
2012,Minas Gerais,Outubro,Outubro - 2012,1,Sudeste,Primavera
2013,Minas Gerais,Outubro,Outubro - 2013,1,Sudeste,Primavera
2014,Minas Gerais,Outubro,Outubro - 2014,1,Sudeste,Primavera
2015,Minas Gerais,Outubro,Outubro - 2015,1,Sudeste,Primavera
2016,Minas Gerais,Outubro,Outubro - 2016,1,Sudeste,Primavera
2017,Minas Gerais,Outubro,Outubro - 2017,1,Sudeste,Primavera
1998,Minas Gerais,Novembro,Novembro - 1998,1,Sudeste,Primavera
1999,Minas Gerais,Novembro,Novembro - 1999,1,Sudeste,Primavera
2000,Minas Gerais,Novembro,Novembro - 2000,1,Sudeste,Primavera
2001,Minas Gerais,Novembro,Novembro - 2001,1,Sudeste,Primavera
2002,Minas Gerais,Novembro,Novembro - 2002,1,Sudeste,Primavera
2003,Minas Gerais,Novembro,Novembro - 2003,1,Sudeste,Primavera
2004,Minas Gerais,Novembro,Novembro - 2004,1,Sudeste,Primavera
2005,Minas Gerais,Novembro,Novembro - 2005,1,Sudeste,Primavera
2006,Minas Gerais,Novembro,Novembro - 2006,1,Sudeste,Primavera
2007,Minas Gerais,Novembro,Novembro - 2007,1,Sudeste,Primavera
2008,Minas Gerais,Novembro,Novembro - 2008,1,Sudeste,Primavera
2009,Minas Gerais,Novembro,Novembro - 2009,1,Sudeste,Primavera
2010,Minas Gerais,Novembro,Novembro - 2010,1,Sudeste,Primavera
2011,Minas Gerais,Novembro,Novembro - 2011,1,Sudeste,Primavera
2012,Minas Gerais,Novembro,Novembro - 2012,1,Sudeste,Primavera
2013,Minas Gerais,Novembro,Novembro - 2013,1,Sudeste,Primavera
2014,Minas Gerais,Novembro,Novembro - 2014,1,Sudeste,Primavera
2015,Minas Gerais,Novembro,Novembro - 2015,1,Sudeste,Primavera
2016,Minas Gerais,Novembro,Novembro - 2016,1,Sudeste,Primavera
2017,Minas Gerais,Novembro,Novembro - 2017,1,Sudeste,Primavera
1998,Minas Gerais,Dezembro,Dezembro - 1998,1,Sudeste,Primavera
1999,Minas Gerais,Dezembro,Dezembro - 1999,1,Sudeste,Primavera
2000,Minas Gerais,Dezembro,Dezembro - 2000,1,Sudeste,Primavera
2001,Minas Gerais,Dezembro,Dezembro - 2001,1,Sudeste,Primavera
2002,Minas Gerais,Dezembro,Dezembro - 2002,1,Sudeste,Primavera
2003,Minas Gerais,Dezembro,Dezembro - 2003,1,Sudeste,Primavera
2004,Minas Gerais,Dezembro,Dezembro - 2004,1,Sudeste,Primavera
2005,Minas Gerais,Dezembro,Dezembro - 2005,1,Sudeste,Primavera
2006,Minas Gerais,Dezembro,Dezembro - 2006,1,Sudeste,Primavera
2007,Minas Gerais,Dezembro,Dezembro - 2007,1,Sudeste,Primavera
2008,Minas Gerais,Dezembro,Dezembro - 2008,1,Sudeste,Primavera
2009,Minas Gerais,Dezembro,Dezembro - 2009,1,Sudeste,Primavera
2010,Minas Gerais,Dezembro,Dezembro - 2010,1,Sudeste,Primavera
2011,Minas Gerais,Dezembro,Dezembro - 2011,1,Sudeste,Primavera
2012,Minas Gerais,Dezembro,Dezembro - 2012,1,Sudeste,Primavera
2013,Minas Gerais,Dezembro,Dezembro - 2013,1,Sudeste,Primavera
2014,Minas Gerais,Dezembro,Dezembro - 2014,1,Sudeste,Primavera
2015,Minas Gerais,Dezembro,Dezembro - 2015,1,Sudeste,Primavera
2016,Minas Gerais,Dezembro,Dezembro - 2016,1,Sudeste,Primavera
1998,Par·,Janeiro,Janeiro - 1998,0,Norte,Verao
1999,Par·,Janeiro,Janeiro - 1999,1,Norte,Verao
2000,Par·,Janeiro,Janeiro - 2000,1,Norte,Verao
2001,Par·,Janeiro,Janeiro - 2001,1,Norte,Verao
2002,Par·,Janeiro,Janeiro - 2002,1,Norte,Verao
2003,Par·,Janeiro,Janeiro - 2003,1,Norte,Verao
2004,Par·,Janeiro,Janeiro - 2004,1,Norte,Verao
2005,Par·,Janeiro,Janeiro - 2005,1,Norte,Verao
2006,Par·,Janeiro,Janeiro - 2006,1,Norte,Verao
2007,Par·,Janeiro,Janeiro - 2007,1,Norte,Verao
2008,Par·,Janeiro,Janeiro - 2008,1,Norte,Verao
2009,Par·,Janeiro,Janeiro - 2009,1,Norte,Verao
2010,Par·,Janeiro,Janeiro - 2010,1,Norte,Verao
2011,Par·,Janeiro,Janeiro - 2011,1,Norte,Verao
2012,Par·,Janeiro,Janeiro - 2012,1,Norte,Verao
2013,Par·,Janeiro,Janeiro - 2013,1,Norte,Verao
2014,Par·,Janeiro,Janeiro - 2014,1,Norte,Verao
2015,Par·,Janeiro,Janeiro - 2015,1,Norte,Verao
2016,Par·,Janeiro,Janeiro - 2016,1,Norte,Verao
2017,Par·,Janeiro,Janeiro - 2017,1,Norte,Verao
1998,Par·,Fevereiro,Fevereiro - 1998,0,Norte,Verao
1999,Par·,Fevereiro,Fevereiro - 1999,1,Norte,Verao
2000,Par·,Fevereiro,Fevereiro - 2000,1,Norte,Verao
2001,Par·,Fevereiro,Fevereiro - 2001,1,Norte,Verao
2002,Par·,Fevereiro,Fevereiro - 2002,1,Norte,Verao
2003,Par·,Fevereiro,Fevereiro - 2003,1,Norte,Verao
2004,Par·,Fevereiro,Fevereiro - 2004,1,Norte,Verao
2005,Par·,Fevereiro,Fevereiro - 2005,1,Norte,Verao
2006,Par·,Fevereiro,Fevereiro - 2006,1,Norte,Verao
2007,Par·,Fevereiro,Fevereiro - 2007,1,Norte,Verao
2008,Par·,Fevereiro,Fevereiro - 2008,1,Norte,Verao
2009,Par·,Fevereiro,Fevereiro - 2009,1,Norte,Verao
2010,Par·,Fevereiro,Fevereiro - 2010,1,Norte,Verao
2011,Par·,Fevereiro,Fevereiro - 2011,1,Norte,Verao
2012,Par·,Fevereiro,Fevereiro - 2012,1,Norte,Verao
2013,Par·,Fevereiro,Fevereiro - 2013,1,Norte,Verao
2014,Par·,Fevereiro,Fevereiro - 2014,1,Norte,Verao
2015,Par·,Fevereiro,Fevereiro - 2015,1,Norte,Verao
2016,Par·,Fevereiro,Fevereiro - 2016,1,Norte,Verao
2017,Par·,Fevereiro,Fevereiro - 2017,1,Norte,Verao
1998,Par·,MarÁo,MarÁo - 1998,0,Norte,Outono
